accuracy | loss
0.9290727459016394 | 0.5857691168785095
0.9386782786885245 | 0.4897160530090332
0.9350153688524591 | 0.368045836687088
0.9275102459016393 | 0.3922646641731262
0.9228995901639344 | 0.40948450565338135
0.9207223360655737 | 0.26393139362335205
0.9215676229508197 | 0.30009928345680237
0.9193903688524591 | 0.39368417859077454
0.9131403688524591 | 0.294952392578125
0.9132940573770492 | 0.23829008638858795
0.9138319672131148 | 0.278189480304718
0.9100922131147542 | 0.24355337023735046
0.9039190573770493 | 0.2631192207336426
0.902126024590164 | 0.3683274984359741
0.9006403688524591 | 0.25959905982017517
0.8946209016393443 | 0.3226768374443054
0.8916495901639344 | 0.21240241825580597
0.8897797131147541 | 0.30915650725364685
0.8881403688524591 | 0.27353155612945557
0.8866547131147542 | 0.24605277180671692
0.8848616803278688 | 0.17482377588748932
0.8815829918032787 | 0.25189700722694397
0.8779969262295083 | 0.3117586672306061
0.8754866803278688 | 0.2848083972930908
0.8730788934426229 | 0.2416532337665558
0.8672899590163935 | 0.36653628945350647
0.8644723360655737 | 0.25110936164855957
0.8594006147540985 | 0.33243781328201294
0.8580686475409836 | 0.3229898512363434
0.8565829918032787 | 0.26004689931869507
0.8533043032786886 | 0.3180079758167267
0.8482325819672131 | 0.3716944754123688
0.8484631147540984 | 0.39228448271751404
0.8467469262295083 | 0.2844618260860443
0.8486936475409836 | 0.2426268458366394
0.8470543032786886 | 0.18112652003765106
0.8488473360655737 | 0.5770615935325623
0.8484631147540984 | 0.3308682441711426
0.8483862704918034 | 0.4261886179447174
0.846670081967213 | 0.2701079845428467
0.8454149590163935 | 0.3139587342739105
0.8440829918032786 | 0.3583899736404419
0.8422899590163935 | 0.6758068203926086
0.8392418032786886 | 0.3419981598854065
0.8390881147540984 | 0.4250807464122772
0.8374487704918033 | 0.387483686208725
0.8355020491803279 | 0.4015232026576996
0.8355020491803279 | 0.3860809803009033
0.834093237704918 | 0.3956677317619324
0.8343237704918034 | 0.43143215775489807
0.8306608606557377 | 0.461275577545166
0.8317366803278687 | 0.24387963116168976
0.8263575819672131 | 0.4435432553291321
0.8249487704918034 | 0.5609191656112671
0.8236936475409836 | 0.35759738087654114
0.821516393442623 | 0.40692147612571716
0.8172131147540984 | 0.3048025965690613
0.8173668032786885 | 0.4608724117279053
0.8172899590163935 | 0.43890151381492615
0.8169825819672131 | 0.3062893748283386
0.8141649590163935 | 0.41681429743766785
0.811501024590164 | 0.5496729016304016
0.809093237704918 | 0.2671055793762207
0.8078381147540984 | 0.30909910798072815
0.8082223360655737 | 0.6582240462303162
0.8056608606557377 | 0.5785826444625854
0.8042520491803279 | 0.5199865102767944
0.8029200819672131 | 0.5266292691230774
0.7991034836065574 | 0.6711922287940979
0.7984631147540984 | 0.36276736855506897
0.7967469262295082 | 0.46016326546669006
0.7969774590163935 | 0.6148625016212463
0.7963627049180328 | 0.42635220289230347
0.7962858606557377 | 0.6990242600440979
0.7953381147540984 | 0.42727750539779663
0.7946465163934426 | 0.8331423401832581
0.7936219262295082 | 0.6556081175804138
0.7936219262295082 | 0.8150235414505005
0.7931608606557378 | 0.658693790435791
0.7915215163934426 | 0.30653196573257446
0.7901895491803279 | 0.6992323994636536
0.7901127049180328 | 0.6352971196174622
0.7887038934426229 | 0.6386866569519043
0.7884733606557377 | 0.6300126910209656
0.7888575819672131 | 0.5855598449707031
0.7886270491803279 | 0.6749232411384583
0.7879354508196721 | 0.7688112258911133
0.7888575819672131 | 0.42687904834747314
0.7891649590163935 | 0.4942708909511566
0.7868340163934426 | 0.748054563999176
0.7868340163934426 | 0.49031737446784973
0.7870645491803279 | 0.6882609128952026
0.7853483606557378 | 0.269866943359375
0.7855788934426229 | 0.7838600277900696
0.7851178278688524 | 0.8839840292930603
0.7858094262295082 | 0.4576827883720398
0.7854252049180328 | 0.49675753712654114
0.7854252049180328 | 0.9031298756599426
0.7854252049180328 | 0.9384701251983643
0.7844774590163934 | 0.8443654179573059
0.7859631147540984 | 0.7262002229690552
