accuracy | loss
0.9548492199391172 | 0.14195500314235687
0.9607115677321156 | 0.09194623678922653
0.9555032343987823 | 0.07810375839471817
0.9604975266362253 | 0.07418157160282135
0.9624476788432267 | 0.06795842200517654
0.9578814687975648 | 0.06421897560358047
0.9611515410958904 | 0.06139259785413742
0.9572274543378995 | 0.05900830775499344
0.9581074010654489 | 0.0565793402493
0.9552773021308981 | 0.05480403080582619
0.9565853310502282 | 0.05305253341794014
0.9587614155251143 | 0.05180167779326439
0.9574533866057838 | 0.0505056269466877
0.9570253044140031 | 0.049383360892534256
0.9563712899543378 | 0.04860323294997215
0.9572393455098934 | 0.047281090170145035
0.9592013888888888 | 0.046652719378471375
0.9559313165905632 | 0.04573734849691391
0.9585473744292238 | 0.04496809095144272
0.9574533866057838 | 0.044325098395347595
0.9587614155251143 | 0.04349934682250023
0.9581074010654489 | 0.04301757737994194
0.9567993721461188 | 0.0422927625477314
0.9581074010654489 | 0.04184795171022415
0.9594154299847794 | 0.04120149835944176
0.9581074010654489 | 0.04079831764101982
0.9578933599695587 | 0.04033055528998375
0.9552773021308981 | 0.039817050099372864
0.9565853310502282 | 0.039453163743019104
0.9587614155251143 | 0.038967523723840714
0.9602834855403349 | 0.03855951502919197
0.9596294710806698 | 0.03829481080174446
0.9609375 | 0.03771278262138367
0.9574533866057838 | 0.03766605630517006
0.9576674277016743 | 0.036915577948093414
0.9581074010654489 | 0.037174567580223083
0.9576674277016743 | 0.036136746406555176
0.9576674277016743 | 0.03681523725390434
0.9587614155251143 | 0.03537407144904137
0.9604975266362253 | 0.03681010380387306
0.9559313165905632 | 0.03460655361413956
0.9581074010654489 | 0.03681918978691101
0.9565853310502282 | 0.03399137780070305
0.9561453576864536 | 0.03721941262483597
0.9557172754946728 | 0.0336194708943367
0.9550632610350076 | 0.03801736980676651
0.9544092465753425 | 0.033615242689847946
0.9572393455098934 | 0.0391375832259655
0.9528871765601217 | 0.03398825600743294
0.9561572488584476 | 0.039857830852270126
0.9570253044140031 | 0.03408804163336754
0.9559313165905632 | 0.03930887207388878
0.9561572488584476 | 0.03340082988142967
0.9563712899543378 | 0.03732764348387718
0.955289193302892 | 0.03255501389503479
0.951365106544901 | 0.03556996211409569
0.9526731354642314 | 0.03183947876095772
0.9555032343987823 | 0.03454791009426117
0.9544211377473365 | 0.031247148290276527
0.9550751522070016 | 0.034039612859487534
0.9515910388127854 | 0.030727004632353783
0.9507229832572298 | 0.0337592177093029
0.9522450532724505 | 0.030261551961302757
0.9507229832572298 | 0.03355839475989342
0.9533390410958904 | 0.029833657667040825
0.9507229832572298 | 0.03336002305150032
0.9505089421613394 | 0.029467208310961723
0.9507229832572298 | 0.03311581909656525
0.9500689687975648 | 0.029156925156712532
0.951376997716895 | 0.03283949941396713
0.9511629566210045 | 0.028891827911138535
0.9492009132420092 | 0.03253868222236633
0.9509489155251143 | 0.02865772321820259
0.9511629566210045 | 0.03224204480648041
0.9496408866057838 | 0.028447037562727928
0.9509489155251143 | 0.031948160380125046
0.9516029299847794 | 0.02825254015624523
0.9476788432267883 | 0.031674161553382874
0.9476788432267883 | 0.028071759268641472
0.9516029299847794 | 0.03141040727496147
0.9509489155251143 | 0.027901871129870415
0.9502949010654489 | 0.03117002174258232
0.9516029299847794 | 0.027739183977246284
0.9505089421613394 | 0.030939437448978424
0.9474648021308981 | 0.027588363736867905
0.9507348744292238 | 0.03073107823729515
0.9494268455098934 | 0.02743706852197647
0.9483328576864536 | 0.030541347339749336
0.9487728310502282 | 0.027293208986520767
0.9500808599695587 | 0.03035620041191578
0.9489987633181127 | 0.027159415185451508
0.9479047754946728 | 0.030187318101525307
0.947476693302892 | 0.027022378519177437
0.9479047754946728 | 0.030030906200408936
0.944646594368341 | 0.026892393827438354
0.9465967465753425 | 0.029875827953219414
0.9433385654490105 | 0.02677086740732193
0.946382705479452 | 0.029733771458268166
0.942470509893455 | 0.02664424665272236
0.9476907343987823 | 0.029601668938994408
0.9444325532724505 | 0.026523834094405174
