accuracy | loss
0.9485220080552359 | 0.14819441735744476
0.9607666858457997 | 0.09404601901769638
0.9648572353279632 | 0.08055050671100616
0.9631670742232451 | 0.07797444611787796
0.9617466196777905 | 0.07391054928302765
0.9636075949367089 | 0.07100575417280197
0.9634367807825086 | 0.06810537725687027
0.9644167146144994 | 0.06502092629671097
0.9637064873417721 | 0.06282854825258255
0.9661787974683544 | 0.061015535145998
0.9652977560414269 | 0.05954034999012947
0.9646864211737629 | 0.058144040405750275
0.9660079833141542 | 0.056944724172353745
0.9661787974683544 | 0.055824149399995804
0.9641470080552359 | 0.054855868220329285
0.9645875287686997 | 0.0539112351834774
0.9661787974683544 | 0.05312291160225868
0.9657382767548907 | 0.05230573192238808
0.9652977560414269 | 0.05166245624423027
0.9657382767548907 | 0.05092857405543327
0.9645875287686997 | 0.05041548237204552
0.9659090909090909 | 0.04972345009446144
0.9650280494821634 | 0.049342598766088486
0.9648572353279632 | 0.04865139722824097
0.9652977560414269 | 0.048418078571558
0.9654685701956272 | 0.047682974487543106
0.9641470080552359 | 0.04762902483344078
0.9666193181818182 | 0.04679855704307556
0.9650280494821634 | 0.04697743058204651
0.9652977560414269 | 0.045974329113960266
0.9637064873417721 | 0.046490464359521866
0.9650280494821634 | 0.04519861564040184
0.9661787974683544 | 0.0462137870490551
0.9648572353279632 | 0.04445982351899147
0.9645875287686997 | 0.046182844787836075
0.9657382767548907 | 0.04373781755566597
0.9645875287686997 | 0.04631798341870308
0.9648572353279632 | 0.04304775223135948
0.9651988636363636 | 0.046466462314128876
0.9673295454545454 | 0.0424405038356781
0.9636075949367089 | 0.046658068895339966
0.9657382767548907 | 0.041931405663490295
0.9640481156501726 | 0.046782586723566055
0.9660079833141542 | 0.04151090979576111
0.9643178222094361 | 0.04637715965509415
0.9648572353279632 | 0.04116816818714142
0.9645875287686997 | 0.045465391129255295
0.9668890247410817 | 0.04092133790254593
0.9654685701956272 | 0.044628702104091644
0.9655674626006904 | 0.04069157689809799
0.9666193181818182 | 0.04394391551613808
0.9646864211737629 | 0.04049057886004448
0.9652977560414269 | 0.043273262679576874
0.966448504027618 | 0.040283143520355225
0.9661787974683544 | 0.042635079473257065
0.9657382767548907 | 0.040021106600761414
0.9652977560414269 | 0.042036864906549454
0.9652977560414269 | 0.03973667323589325
0.9644167146144994 | 0.04148617014288902
0.9650280494821634 | 0.03942719101905823
0.9657382767548907 | 0.04099540412425995
0.9634367807825086 | 0.03911711275577545
0.9637064873417721 | 0.040551140904426575
0.9634367807825086 | 0.03879687562584877
0.9650280494821634 | 0.040177371352910995
0.9647583429228999 | 0.03848078101873398
0.9652977560414269 | 0.039831213653087616
0.9651988636363636 | 0.03817039355635643
0.966448504027618 | 0.039535801857709885
0.9643178222094361 | 0.03786497190594673
0.9660079833141542 | 0.039258960634469986
0.9638773014959724 | 0.03757064417004585
0.9648572353279632 | 0.03901393711566925
0.9643178222094361 | 0.03728141635656357
0.9648572353279632 | 0.03878230229020119
0.9638773014959724 | 0.03700362890958786
0.9661787974683544 | 0.03857138007879257
0.9636075949367089 | 0.03673156723380089
0.9652977560414269 | 0.03836792707443237
0.9622860327963175 | 0.03646937757730484
0.9661787974683544 | 0.03817880526185036
0.9644886363636364 | 0.03621286153793335
0.9652977560414269 | 0.03799170255661011
0.9636075949367089 | 0.03596588224172592
0.9648572353279632 | 0.037815116345882416
0.9624568469505178 | 0.035724349319934845
0.9637064873417721 | 0.03763606771826744
0.9628973676639816 | 0.03549144044518471
0.9641470080552359 | 0.03746642917394638
0.9626276611047181 | 0.03526442497968674
0.9637064873417721 | 0.03729041665792465
0.9605958716915995 | 0.03504602983593941
0.9647583429228999 | 0.0371253527700901
0.9619174338319908 | 0.034832969307899475
0.9643178222094361 | 0.03695026785135269
0.961476913118527 | 0.03462837263941765
0.9629962600690448 | 0.03679051622748375
0.9619174338319908 | 0.03442841023206711
0.9647583429228999 | 0.03661574423313141
0.9616477272727273 | 0.03423658385872841
0.962016326237054 | 0.036463428288698196
